image	author	title	style	description
./images/2668.jpg	BACKHUYSEN, Ludolf	Ships in Distress off a Rocky Coast	Oil on canvas	Backhuysen is the last representative of the great tradition of Dutch marine painting; eighteenth-century Dutch artists did much less of consequence in this category than in the others they practised.Backhuysen was born in Emden, Germany, and came to Amsterdam around the middle of the century where he remained for the rest of his life. His high-placed patrons include the burgomasters of Amsterdam, the Archduke of Tuscany, Czar Peter the Great, and various German princes. He is best known for his stormy scenes. Houbraken writes that when a storm threatened he sometime went by boat 'to the mouth of the Sea, in order to observe the crash of the Seawater under these conditions'.His Ships in Distress off a Rocky Coast shows the chilling drama he can bring to the theme. The large cargo ship in the centre is managing to make way along the perilous coast, while on the right, two vessels are in even greater danger.Later his storms become melodramatic, his chiaroscuro effects exaggerated, and his gigantic waves rather schematic and glass-like.
./images/2669.jpg	BACKHUYSEN, Ludolf	Ships in Distress in a Raging Storm	Oil on canvas	The violence of nature is the main focus of Backhuysen's painting. He concentrated on the high waves lashing against the ships The frigate in the foreground attempts to lower her sails before it is too late. Two masts of the ship on the left have nearly been swept overboard. The wild sea finds its echo in the racing clouds. One cannot be certain these ships will reach the coast safely.The painter did not paint an actual shipwreck, the painting is an illustration of a severe storm at sea.
./images/2670.jpg	BACKHUYSEN, Ludolf	Shipping by the Dutch Coast	Oil on canvas	The present canvas shows a fishing fleet off the Dutch coast navigating choppy waters. In the far background, a Dutch man-o'war can be seen.The painting is monogrammed on the barrel lower right: 'L.B.'
./images/2671.jpg	BACKHUYSEN, Ludolf	Small Dutch Vessels	Oil on canvas	The painting depicts small Dutch vessels in breezy coastal waters, a harbour beyond.
./images/2672.jpg	BACKHUYSEN, Ludolf	Ships in a Stiff Breeze	Oil on canvas	In this balanced composition we see to the right a kaag (a coastal transport vessel). At the extreme left is a fluyt, the most successful trading vessel. Beyond the heavily armed two-decker warship in the centre is a wijdschip, and in the foreground, animated by a standing seaman and in the process of heading downwind, is a weyschuit.
./images/2673.jpg	BACKHUYSEN, Ludolf	Ships Running Aground in a Storm	Oil on canvas	While Dutch primacy in merchant shipping offered high rewards, its risks were equally significant. On their long journeys to the Mediterranean, the New World, Africa, and the East, merchant vessels were perennially endangered by warfare, piracy, treacherous shores, and storms. Several painters, most dramatically Ludolf Backhuysen, specialized in ships adrift in tempests.Backhuysen executed this painting (his largest surviving one) as if he were observing the disaster in the midst of the roiling seas, thus engaging beholders in the unfolding tragedy, encouraging them to empathize with the ships and their crews and to contemplate the powers of God, beyond full comprehension.But even as such paintings acknowledge the fragility of Dutch seaborne success, their distant shafts of sunlight usually hold out hope for reversals of misfortune. A brighter future may still save Backhuysen's ship at left, its Dutch flag unfurled against lightening skies. Collectors occasionally hung a tempest painting opposite a sunny shipping scene, implying that the power of God and nature, whether terrifying or benevolent, is always magnificent.Suggested listening (streaming mp3, 10 minutes):Antonio Vivaldi: Concerto in E flat major RV 253 op. 8 No. 5  (Storm at sea)
./images/2674.jpg	BACKHUYSEN, Ludolf	Fishing Boats and Coasting Vessel in Rough Weather	Oil on canvas	This painting is also known as The Gale.
./images/2675.jpg	BACKHUYSEN, Ludolf	Dutch Vessels on the Sea at Amsterdam	Oil on canvas	This is a late work of the artist. The distant city in the background cannot be identified, it is probably Amsterdam.
./images/2677.jpg	BACKHUYSEN, Ludolf	Dutch Vessels off a Coastline on a Breezy Day	Oil on canvas	Although the work is undated, the vessels depicted and the style, which retains the influence of Willem van de Velde the Younger, points to a dating c. 1680.
./images/2681.jpg	BACKHUYSEN, Ludolf	View from the Nieuwe Maas River towards the City of Vlaardingen	Oil on canvas	Backhuysen depicted the city of Vlaardingen on various occasions. The present work is set on the Nieuwe Maas River, looking towards the city of Vlaardingen with a view of the Old Town Hall (built in 1650), the Grote Kerk and the harbour.
./images/2685.jpg	BADALOCCHIO, Sisto	The Entombment of Christ	Oil on canvas	The important Entombment of Christ dating from the first decade of the 17th century is attributed to Sisto Badalocchio. Here human participation in the event has become the main focus. A comparison with Raphael's Deposition (also in the Borghese Gallery), which inspired it, reveals how the painter insisted on the emotions as reflected in natural movements, and was influenced both by DÃ¼rer's prints and antique sculpture.
./images/2686.jpg	BADALOCCHIO, Sisto	The Holy Family	Oil on panel	Badalocchio, who was born in Parma, probably trained in the Carracci academy in Bologna, and then worked with Agostino Carracci in the service of Ranuccio Farnese in Parma. On Agostino's death he went, with Giovanni Lanfranco, to Rome to work as an assistant of Annibale on the walls of the Galleria Farnese. On Annibale's death in 1609, Badalocchio returned to his native city. His artistic personality was relatively obscure until the 1950s, in part because of his dependence on Annibale's example.The influences of both Parma and Rome are evident in this picture. The Virgin rests against a wall, apparently pausing during the flight into Egypt, cradling the infant Christ, while St Joseph keeps watch. A notable feature is the exquisite still-life of a basket of fruit.The picture was first recorded in the Farnese collection, where, in 1653, it was attributed to Lanfranco. Subsequently, it was attributed to Ludovico Carracci, and it was only in 1958 that the correct attribution to Badalocchio was proposed. The monumentality of form and the intimate use of expression owe much to Annibale's teaching, as does the classical landscape which frames the composition. In these respects the picture can be compared with Albani's contemporary Rest on the Flight. However, the handling of colour and light suggest that Badalocchio was also influenced by the art of Parma, especially that of Correggio and Bartolomeo Schedoni (then court painter to Ranuccio Farnese), suggesting that it was executed shortly after his departure from Rome. A copy of this painting, extended at the left to include two angels, once hung alongside it in the Farnese collection in Rome, and is now in the Museo di Capodimonte in Naples.
./images/2687.jpg	BADALOCCHIO, Sisto	Mars and Venus	Oil on canvas	This painter from Parma was the author of altarpieces as well as fresco decorations in both Rome and Parma. Nevertheless, he was especially esteemed for gallery paintings, such as the present canvas. While three 'amorini' are busy disarming him, Mars futilely attempts to resist the enticement of Venus, lying on a precious bed; a pleasant landscape opens up in the background.The painting seems to have been quite famous, judging from the existence of an old copy which documents the original format of the work, altered during the eighteenth century.
./images/2688.jpg	BADALOCCHIO, Sisto	Susanna and the Elders	Oil on canvas	The theme of Susanna and the Elders was very well-known in Venice by the end of the sixteenth century, but not in Rome. It seems likely that its increased popularity in the Eternal City was the direct result of Annibale Carracci and his school. Annibale had made a print of Susanna and the Elders before he left Bologna, and in Rome he took up the theme again in a lost painting described by Bellori. Sisto Badalocchio's monumental figures are similar to those in Annibale's print, although Susanna is more clearly derived from antique examples of the Crouching Venus. The normal garden setting and fountain in which Susanna bathes have been reduced to the bare minimum; only a few trees and a classical pedestal suggest the rest. Thus the figures, which are close to life-size, have a commanding psychological presence and the palpability of Susanna's semi-nude body seems all the more sexually arousing.Because of the inscription 'A.CAR.BON.F.', the picture has been variously attributed to Annibale, Agostino, and Antonio Carracci. However, none of these artists is known to have signed works solely with the initial `A'. By 1657, when the picture was recorded in the collection of Donna Olimpia Aldobrandini, it had already been taken off its stretcher, strongly suggesting that it was not by an artist of Annibale's stature (or perhaps that the subject was considered too provocative). The signature was first recorded in the nineteenth century and technical evidence suggests that it floats on the surface. It was therefore probably added at a later date to enhance the value of the painting.In 1602 Badalocchio was sent by the Duke of Parma to study with Annibale in Rome, where he remained until the master's death in 1609. His Roman works, such as the Susanna and the Hartford Holy Family, unite the grandeur of Annibale's style with a pictorial richness of colour and light that reflects Badalocchio's Emilian background. The plump, round faces and relief-like effect of the drapery's sinuous folds are similar in both pictures. The compact grouping of the figures around a recessive diagonal is also more characteristic of Badalocchio than of any of the members of the Carracci family.
./images/2689.jpg	BAEGERT, Derick	The Bearing of the Cross	Oil on panel	In the late fifteenth century, Wesel in the Lower Rhine was an important art centre, as demonstrated with the recently discovered oeuvre of Derick Baegert. His Bearing of the Cross does not merely describe Christ on the road to Calvary, but it evokes metaphorical associations through elaboration of the narrative. Without violating the meaning of the Gospel text, the painting transcends literal interpretation. In continuous narrative, the painting elicits multiple associations. In the background, Christ can be witnessed already hanging on the cross, as his betrayer Judas commit suicide from a nearby tree.
./images/2690.jpg	BAEGERT, Derick	Christ Carrying the Cross and Veronica with the Sudarium	Oil on panel	The present composition - composed of two panels - was originally part of a large Crucifixion, which at some point in the past was broken up into smaller panels. Although five of these have been reunited in the Thyssen-Bornemisza Collection, most of the composition is still missing.The painting reveals a great interest in narrative and is built up through the accumulation of numerous different elements and incidents, whereby various episodes from the Passion take place at the same time: in the middle ground, Christ bearing the Cross takes the cloth which St Veronica offers Him. Behind this scene we see a hanged man, probably the traitor Judas. The various figures in the procession behind Christ are depicted in great detail, and the anecdotal nature of the painting is obvious in the figure who makes a mocking face at the Virgin and her followers.
./images/2692.jpg	BAEGERT, Derick	Saint Luke Painting the Virgin	Oil on panel	This painting is a copy of a painting by the Master of FlÃ©malle (Robert Campin).
./images/2693.jpg	BAELLIEUR, Cornelis de	Interior of a Collector's Gallery of Paintings and Objets d'Art	Oil on wood	"Pictures known as Connoisseurs' galleries formed an independent genre in the painting of the Netherlands. Ideal evocations of fashionable seventeenth-century ""collector connoisseurship"", they were also related to the art market, with which Cornelius de Braeilleur was familiar: his father and his uncle were both dealers. here a large residence holds a collection of paintings and several curios (shell, scientific instruments, China porcelain) arranged on a table. A mythological painting in the Italian style is shown on an easel to potential buyers."
./images/2694.jpg	BAELLIEUR, Cornelis de	Gallery of a Collector	Oil on oak	"The early types of the painted collections of cabinet pieces had been developed by Frans Francken II in the early 17th century. Hans Jordaens and Cornelis de Baellieur succeeded him in this metier. The depictions of art and curiosity cabinets show galleries owned by well-known collectors, but usually the owners were anonymous or fictive.The gallery interior in this picture was painted by Jordaens, the figures by Baellieur. The principal paintings depicted, ""King Midas' Feast"" and the ""Allegory of Painting"", were most probably executed by Francken himself."
./images/2695.jpg	BAELLIEUR, Cornelis de	Virgin and Child Enthroned	Oil on copper	This composition was made after a protype by Frans Francken II.
./images/2696.jpg	BAEN, Jan de	The Corpses of the De Witt Brothers	Oil on canvas	"In 1672 the great European powers joined forces and attacked the Dutch Republic, threatening to overwhelm the country. This cost the De Witt brothers, Johan and Cornelis, their lives. De Baen's painting depicts their corpses hanging on the Groene Zoodje on the Vijverberg in The Hague. Johan de Witt was the Pensionary (the factual leader) of Holland, the most powerful province. He was assassinated by a carefully organized lynch ""mob"" after visiting his brother Cornelis de Witt in prison. He was decoyed into this trap by a forged letter."
./images/2698.jpg	BAEN, Jan de	Self-Portrait with His Wife, Maria de Kinderen	Oil on canvas	The artist's wife holds a small poertrait which perhaps represents their daughter.
./images/2699.jpg	BAERS, Johannes	Still-Life	Oil on canvas	This painting, signed by JB.ft., shows a still-life of apples, pears, peaches and plums with grapes and walnuts in a wicker basket, together with flowers, including tulips, irises and carnations in a blue and white vase upon a table top. It is one of three works combining the motifs of both fruit and flower displays and enlivened by numerous insects, all of which bear a similar monogram.
./images/2700.jpg	BAERTSOEN, Albert	Ghent, Evening	Oil on canvas	As a result of their approach to Impressionism, Belgian artists occasionally juxtaposed native Flemish styles with imported Impressionist styles derived from the French. The more Flemish version was to be found in the work Baertsoen, one of whose finest paintings was Ghent, Evening.
./images/2708.jpg	BAGLIONE, Cesare	Interior view	Fresco	The decoration of this room represents depictions of the history of the Rossi family from 1199 to to 1542. It is the work of Cesare Baglione, Jacopo Bertoia, and others.The decoration of large halls with the deeds of the nobility and their ancestors was intended to inspire the viewer's admiration. The depiction of such events from the recent past has a long tradition. Most such cycles in the first half of the sixteenth century, however, are dedicated to a single person or event. By contrast, from the middle of the century onward this genre was increasingly devoted to the representation of dynasties.Pragmatic reasons were behind the success of the idea, derived from Raphael and his workshop, of making mural painting that simulated tapestries. Sometimes the possibility of pulling the tapestries aside was used to integrate doors or windows into the decoration. The popularity of the tapestry motif was not based solely on formal concerns, however. It imitated the most splendid and expensive wall decoration of all, which cost many times more than a fresco painting and could be afforded by very few. Hence, particularly in large halls like those in San Secondo, this motif also contributed to their significance and emphasized the importance of the thing depicted - in this case the deeds of the family in question.
./images/2709.jpg	BAGLIONE, Cesare	Grotesques with Imaginary Landscapes	Fresco	Some of the Roman paintings found in the Domus Aurea and elsewhere correspond quite precisely what Vasari and others determined to be the typical features of grotesques. These paintings inspired several ceiling designs 'all'antica' in the first part of the sixteenth century. The desire to revive not only the forms of ancient Roman architecture but also their decoration may help to explain the success of these paintings. In particular, Raphael and the specialist in his workshop, who mastered the genre completely, helped the grotesque style to spread quickly in Rome. This style enjoyed a long-lasting success, which can still be demonstrated even after mid-century. Nevertheless, quite early on the genre developed independently and distanced itself increasingly from ancient models. Later grotesques differed from antique iconography in every respect and retain only the principle of an absurd and paradoxical combination of varied buildings, figures, animals, and plants that Vitruvius criticized.The fresco decoration in the Rocca dei Rossi is an example of the later grotesques. Rocca dei Rossi is a castle located in San Secondo Parmense, northern Italy. It was begun in 1466 on land donated to Giacomo Rossi, a member of one of the most prestigious families in Parma. The stronghold was later turned into a luxurious manor including many beautiful frescoes by the best local artists of the 16th century.
./images/2710.jpg	BAGLIONE, Cesare	Grotesques	Fresco	Another example of the later grotesques is in Soragna. Just how much this genre was appreciated  can be seen from the fact that rooms and even large halls were entirely decorated with grotesques - mostly in combination with fantastic landscapes.Soragna is a town in the province of Parma. The Rocca (fortress) was built in 1385 by the Marchesi Bonifacio and Antonio Lupi.
./images/2711.jpg	BAGLIONE, Giovanni	Clio	Oil on canvas	This painting is one of a series of ten, representing the Muses by Giovanni Baglione. The paintings were received by Marie de' Medici.
./images/2712.jpg	BAGLIONE, Giovanni	The Dream of St Joseph	Oil on canvas	This altarpiece is a characteristic example of the colourful late Mannerism of Roman art which was soon to be radically altered by Caravaggio's revolutionary new style. It was probably commissioned by the Santacroce family in Rome.
./images/2714.jpg	BAGLIONE, Giovanni	Hercules at the Crossroads	Oil on canvas	Hercules in Greek mythology is the personification of physical strength and courage. Hercules at the crossroad (the choice of Hercules) is an allegory which depicts the hero choosing between the figures who personify Virtue and Vice, each of whom invites him to follow her. He chose the former. In this painting Virtue take the form of Minerva, the goddess of wisdom and Hercules' mentor. She wears armour.
./images/2715.jpg	BAGLIONE, Giovanni	St John the Baptist in the Wilderness	Oil on canvas	Baglione, a colleague and rival of Caravaggio, explored the subject of St John the Baptist in the Wilderness as early as 1600 and he continued to paint images of St John the Baptist throughout his long and productive career.The probable model for the present version could beCaravaggio's St John the Baptistin Kansas City.
./images/2717.jpg	BAGLIONE, Giovanni	Heavenly Love and Earthly Love	Oil on canvas	This painting was made in competition withCaravaggio's Amor Victorious,but it is characteristic that Baglione's painting was later considered a Caravaggio.Baglione depicted an angel in full armour, which Orazio Gentileschi had criticized. This angel is shown chastising a boy Cupid, painted in Caravaggio's style, with a sword of light.
./images/2718.jpg	BAGLIONE, Giovanni	Sacred and Profane Love	Oil on canvas	"Baglione painted this canvas, alongside of another version now in Berlin, for the Cardinal Benedetto Giustiniani. The two works follow on the heels of and make reference to Caravaggio's Love Victorious, painted in 1601 for the Marquis Vincenzo Giustiniani.The canvas dates to just before the famous court trial that marked Baglione's definitive split with the circle of his contemporary, Caravaggio: it is thus a document of the phase of Baglione's career in which he most closely approximated Caravaggio's methods. Baglione was originally trained as a painter in the late mannerist style, and was active in major papal commissions at the end of the sixteenth century. He was the first painter to attach himself to the new naturalistic vision of Caravaggio, a style that had its official debut in that painter's work at San Luigi dei Francesi in the Jubilee Year of 1600. While there is no doubt that Baglione modelled the National Gallery picture on Caravaggio's Love Victorious, the artist took a completely new point of view. Uniting the figures to the dark background against which they stand out, he uses an intense and direct spotlighting that creates strong chiaroscuro contrasts. The legacy of late mannerism matrix is evident in both the compositions of the individual figures, above all the attenuated proportions of Sacred Love, and in the rich, complex attire, which departs from Caravaggesque prototypes.Derived from the Psychomachia of Prudentius, the moralizing theme of combat between the vices and the virtues was interpreted by Virgil in ""Omnia vincit Amor"". Later codified by Petrarch, the theme enjoyed a new popularity in the early seventeenth century. The face of the figure of the devil at the left has been identified as a portrait of Caravaggio. This canvas includes a satirical condemnation of both Caravaggio's art and his moral scruples, making what is tantamount to a visual charge of sodomy. Divine Love interrupts a tryst between Cupid and the Devil, who turns toward the viewer in anguished surprise revealing Caravaggio's likeness.The painting is signed and dated: ""IO BAGLIONE/R:F:/1602"""
./images/2719.jpg	BAGLIONE, Giovanni	St Sebastian Healed by an Angel	Oil on canvas	Baglione's tender image of an angel delicately extracting an arrow from St Sebastian's side is indicative of the new emphasis placed on succour and compassion during the post-Tridentine period by the Oratorians and other religious orders. Images of St Sebastian bound to a tree and pierced with arrows had become increasingly popular from the fifteenth century on, partly because they gave artists an excuse to depict the male nude within a religious context. The inclusion of an angel tending the saint's wounds is very rare, but undoubtedly reflects devotional literature that recounted how Christ sent an angel to untie Sebastian and cure his wounds. The angel can also be linked to the contemporary cult of guardian angels, who were believed to take the outward appearance of youthful boys. Similar guardian angels can be found in Caravaggio's Stigmatisation of St Francis (Wadsword Atheneum, Hartford), Orazio Gentileschi's St Francis Supported by an Angel (Museo del Prado, Madrid), and Baglione's own St Francis Comforted by Two Angels (Private collection), which is dated 1601.Baglione's two paintings are among the earliest examples of Caravaggio's influence on another artist. More irritated than flattered by the attention, Caravaggio openly ridiculed Baglione, claiming that he did not know a single painter who would praise him as a good artist. In truth, Baglione did not fully absorb the intricacy of his model. While in the St Sebastian he easily adopted superficial qualities, such as bold, raking light and fleshy, full-lipped faces, the carefully honed emotional depth of Caravaggio's work was beyond his grasp. The picture is listed in the 1724 inventory of Anna Maria Sannesio, the last direct heir of Cardinal Giacomo Sannesio, who had purchased Caravaggio's Conversion of St Paul after it was rejected for the Cerasi Chapel. There is a strong possibility that he was the original owner of Baglione's St Sebastian.
./images/2722.jpg	BAILLY, David	Portrait of a Man	Oil on wood	The sitter of this portrait in unidentified, he is possibly a botanist: the open book in his hands shows two views of a narcissus. The portrait formerly was attributed to Ferdinand Bol, the recent attribution to David Bailly is supported by stylistic considerations and by the similarities to other portraits by Bailly, such as the portrait of Anthony de Wale in the Rijksmuseum, Amsterdam.
./images/2723.jpg	BAILLY, David	Portrait of Anthony de Wale	Oil on wood	The sitter, holding a book in his right hand, was a professor of theology at the University of Leiden.
./images/2724.jpg	BAILLY, David	Self-Portrait with Vanitas Symbols	Oil on wood	In this vanitas still-life, the border between the two genres of the still-life and the portrait are blurred.On the one hand, there are several portraits (as painting within the painting) forming part of a still-life arrangement on the table. The arrangement includes, among other things, a skull, an extinguished candle, coins, a wine glass on its side, a pocket watch, roses, a pearl necklace, a pipe, books and sculpture. Soap bubbles hover above them as symbols of transience.On the other hand, the entire collection functions as a statement about the young man on the left, whose face displays the typical features of a self-portrait. It may therefore be somewhat irritating that the artist was in fact 67 years old when he painted this picture in 1651.However, the contradiction can be solved when we consider that his current features are shown in the small oval portrait, demonstratively held out towards the viewer - a medium which in itself already documents the transience of life. The youthful artist's face, by contrast, shows Bailly as he was at an earlier stage in his life, more than four decades previously. Thus, by changing the time references of past fiction and present reality, the painting suggests that the young artist is anticipating his future age, which - though part of the present in 1651 - appears to belong to the past, as conveyed through the medium of the portrait. The young man, who appears to be so real within the first-degree reality of the painting, really represents a state of the past.Unlike the repetitive, dull and often schematic topics of Dutch vanitas still-lifes, the misleading time scale in Bailly's painting adds a new dimension to the whole subject.
./images/2731.jpg	BALASSI, Mario	Ghismonda Receiving the Heart of her Lover	Oil on canvas	This painting illustrates a tale (the first tale on the fourth day) from Giovanni Boccaccio's The Decameron.Tancredi, Prince of Salerno and father of Ghismonda, slays his daughter's lover, Guiscardo, and sends her his heart in a golden cup. Ghismonda, the daughter, pours upon it a poisonous distillation, which she drinks and dies.
./images/2737.jpg	BALASSI, Mario	Portrait of Vittoria della Rovere	Oil on canvas	Vittoria della Rovere, Grand Duchess of Tuscany (1622-1694) was the wife of Ferdinando II de' Medici. She was the daughter of Federigo-Ubaldo della Rovere (1604-1648) and Claudia de' Medici. She gave her husband four children, two of which would survive infancy; the future Cosimo III, Tuscany's longest reigning monarch and Francesco Maria, a prince of the Church.She is best known as the last heir of the art collection assembled by her family in Urbino and as the person who, through marriage, passed them on to the Grand Duchy of Tuscany.
./images/2738.jpg	BALDASSARE D' ESTE	Horseman (detail)	Fresco	The Salone dei Mesi (Room of Months) in the Palazzo Schifanoia, one of the masterpieces of Italian palace architecture, was decorated with a series of allegorical frescoes symbolizing the months. The length of the room  is 24 m, the width 11 m and the height 7,5 m. The frescoes are attributed to Cosme Tura, Francesco del Cossa, Baldassare d'Este and Ercole de' Roberti.
./images/2739.jpg	BALDASSARE D' ESTE	Borso d'Este	Tempera on canvas mounted on panel	Borso d'Este (1413-1471) was the ruler of Ferrara for more than two decades. He succeeded his more cultured and intellectual brother Leonello, in 1450. He was made duke of Modena and Reggio by Frederick III in 1452, and in 1471, four months before his death, he was installed as duke of Ferrara.Borso was vain but his interest in portraiture was not merely an expression of vanity: he fully appreciated the usefulness of princely images in promoting his legitimacy and status. His portrait was included in the fresco cycles of his various residences, most memorablyin the Palazzo Schifanoia,as well as on medals, coins, and in individual portraits.After 1469, his half-brother, Baldassare d'Este, became Borso's preferred portraitist. The present portrait by Baldassare shows Borso toward the end of his life, gray-haired and lowly but every bit the proud ruler.
./images/2740.jpg	BALDASSARE D' ESTE	Portrait of a Young Man	Panel	The painter of this picture was previously known as A. F. Master of Ferrara.Baldassare Estense was the natural son of Nicolo III d'Este. In the last centuries this painting was attributed to different painters based on the initials to be found in the lower part of the picture. Since these initials were resolved as A. F(errariensis) P(ixit), the painting was mentioned for a long time as the work of A.F. Master from Ferrara. In the last decades the attribution to Baldassare Estense seems to be final. The identity of the young man on the picture is not established. Constanzo Sforza, Antonio Ordelaffi or somebody from the Fugger family are usually mentioned as possible identification.
./images/2741.jpg	BALDI, Lazzaro	The Baptism of the Crowds	Oil on canvas	As an artist almost exclusively devoted to the largeness of altar paintings (and frescoes), Lazzaro Baldi only rarely worked with small formats. The present painting represents one of the few examples. It is largely indebted to the mature Pietro da Cortona
./images/2742.jpg	BALDI, Lazzaro	Joseph and Potiphar's Wife	Oil on canvas	Lazzaro Baldi, a Baroque painter, was the pupil of Pietro da Cortona.
./images/2746.jpg	BALDOVINETTI, Alessio	Annunciation	Tempera on wood	Faithfully adhering to the Florentine tradition, Alessio Baldovinetti made refined use of a clear, almost sharp line, together with a great curiosity for the tiniest details. In this work, note the slender elegance of the Madonna, whose traditional gesture of reverent surprise at the angel's announcement has been replaced by an almost mannered pose, worthy of some worldly ritual. The artist attempts a perspective view by setting the scene under a portico, thus creating a background plane with the tops of the trees that can be seen above the surrounding wall.
./images/2747.jpg	BALDOVINETTI, Alessio	Madonna and Child with Saints	Tempera on wood	This altarpiece was commissioned to Baldovinetti for the Medici villa of Cafaggiolo. Represented in the painting are, from left to right, Saint Anthony Abbot, Saint Julian, Saint Lawrence, Saint John the Baptist, and Saints Cosmas and Damian. Saint Peter the Martyr (right) and Saint Francis (left) are the kneeling figures.Alessio Baldovinetti, like many other artists of his time, emerged from Beato Angelico's circle. Only apparently open to the innovations of Paolo Uccello and Domenico Veneziano, Baldovinetti actually grasped only some superficial hint of them, as for example in the vivid luminosity of his spaces, the atmospheric transparence discernible in the hyperbolic distances of his landscapes.
./images/2748.jpg	BALDOVINETTI, Alessio	Madonna and Child	Wood	Formerly the painting was attributed to Piero della Francesca whose influence can be observed in the treatment of the landscape background.
./images/2749.jpg	BALDOVINETTI, Alessio	Virgin and Child	Tempera on canvas	This painting is a characteristic example of the genre of Italian Madonna paintings in the fifteenth century. Furthermore, it is one of the earliest surviving Florentine paintings which depict an extensive landscape fading into the distance. This type of landscape background can be traced back to lost prototypes by Jan van Eyck.
./images/2750.jpg	BALDOVINETTI, Alessio	Nativity	Fresco	Baldovinetti's Annunciation is in the atrium of Santissima Annunziata in Florence. His interest in local landscape is evident in the Arno Valley view that he chose as the background of this fresco. In fact he painted only a few portions of the picture in true fresco, and then waited until the plaster had dried so that he could paint 'a secco.' But because the fresco was located in an atrium exposed to winter fogs and even rain, in time the a secco faces, hands, and drapery peeled off, and his underdrawing is now visible. Even so, the painting is impressive in the airy openness of its setting and the view over the expansive Tuscan plain, which is filled with the light of a clear winter day.
./images/2751.jpg	BALDOVINETTI, Alessio	Portrait of a Lady in Yellow (with frame)	Tempera and oil on panel	"In the Quattrocento, painted portraits were usually placed in the ""camere,"" the chambers that were the multipurpose rooms at the heart of household life. The portrait of a woman, attributed to Alesso Baldovinetti, retains its original gold frame, and the inventory of the Tornabuoni palace list that of Giovanna degli Albizzi Tornabuoni as in a gilt frame."
./images/2752.jpg	BALDOVINETTI, Alessio	Portrait of a Lady in Yellow	Tempera and oil on panel	Baldovinetti's profile portrait of an unknown Florentine woman expresses patrician Quattrocento elegance. She is posed in the conventional profile view that is used almost without exception for female portraits until the end of the century, long after male sitters are shownturned toward the observer.
./images/2753.jpg	BALDOVINETTI, Alessio	Annunciation	Panel and fresco	Baldovinetti was chose in 1466 to decorate the walls, lunettes, and spandrels of the burialChapel of the Cardinal of Portugal.The Annunciation is placed over the empty throne that faces the tomb by Antonio Rossellino. The background of cypresses and cedars is painted in fresco, the wall, bench and figures were painted on oak panel. The lily in the centre is carved and gilded.
./images/2754.jpg	BALDRIGHI, Giuseppe	The Family of Philip, Duke of Parma	Oil on canvas	Philip of Spain (1720-1765) was Duke of Parma from 1748 to 1765. He founded the House of Bourbon-Parma, a cadet line of the Spanish branch of the dynasty. He was a son-in-law of Louis XV.The present group portrait shows the Duke and his wife Louise Elisabeth of France with their daughter Isabella of Parma (later wife of Joseph II, Holy Roman Emperor), and their younger children Ferdinand, the later Ferdinand I of Parma and Maria Luisa (later Queen of Spain).The girl is keeping her brother's miniature sword away from him. Portrayed in profile on the right is the children's gouvernante, Marie Catherine de Bassecourt.
./images/2755.jpg	BALDRIGHI, Giuseppe	Portrait of Antonio Ghedini and his Family	Oil on canvas	Antonio Ghedini from Parma was an official cloth merchant to the Bourbon court. As befits the family of a leading cloth merchant, the Ghedini family are suitably modishly attired: his wife wears a brocaded silk open robe with foliate stripes, salmon-pink furbelows and matching stomacher.Formerly the portrait had been ascribed to the French court painter Louis Michel van Loo. The confusion is perhaps understandable, for Baldrighi's style was formed in Paris, where the Duke's minister Guillaume du Tillot had sent him for training.
./images/2757.jpg	BALDUCCI, Giovanni	Adoration of the Shepherds	Oil on copper	An altarpiece of the same subject by Giovanni Balducci, dating from 1592, is recorded in the church of San Francesco, Volterra.
./images/2758.jpg	BALDUCCI, Giovanni	Diana and Actaeon	Oil on copper	In this painting, the facial types of Diana's devotees, with their neat, pointed noses and small, thin lipped mouths are typical of Giovanni Balducci, the painter favoured by Cardinal Alessandro de' Medici (later Pope Leo XI).
./images/2759.jpg	BALDUCCI, Matteo	Diana and Actaeon	Panel	This panel, probably a birth salver (a tray used for carrying gifts to a woman who had given birth), is an amusing rendition of the story taken from Ovid's Metamorphoses. The group of Diana and the bathing nymphs is an adaptation of the antique Three Graces, which was already displayed in the Piccolomini Library in Balducci's day.
./images/2762.jpg	BALDUNG GRIEN, Hans	Adam and Eve	Oil on wood	Hans Baldung Grien was probably the greatest and the most talented of DÃ¼rer's pupils, his works being expressions of both an artistic and spiritual intensity. He exulted particularly in his interest for the female nude, a subject which he treated several times and portrayed in a dramatic confrontation death and therefore with the frailty of the body, thus offering up a macabre interpretation of the classical theme of vanitas.The two figures are given solidity, and cultures, gracious expressions emerge from their faces, thus revealing the painter's interest for Italian Renaissance art. Baldung Grien was in fact a man of high culture; born into an educated family, he became the most authoritative exponent of the humanistic circle in Strasbourg, belonged to the cultural aristocracy and throughout his life had contacts with intellectuals and thinkers.
